"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: bits","Param: padding","Param: scenario","Param: seed","Param: size"
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:iTLB-loads","avgt",1,1,682.727794,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:instructions","avgt",1,1,63439750.363897,NaN,"#/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.alloc.rate","avgt",1,5,175.870801,2.645062,"MB/sec",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.alloc.rate.norm","avgt",1,5,4002666.477516,707.715770,"B/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Eden_Space","avgt",1,5,183.594714,77.531682,"MB/sec",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Eden_Space.norm","avgt",1,5,4179859.521325,1832834.256578,"B/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Survivor_Space","avgt",1,5,0.002188,0.004660,"MB/sec",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Survivor_Space.norm","avgt",1,5,49.832878,106.397752,"B/op",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.count","avgt",1,5,21.000000,NaN,"counts",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.time","avgt",1,5,5.000000,NaN,"ms",23,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll","avgt",1,5,13992.011374,111.504410,"us/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:CPI","avgt",1,1,0.576301,NaN,"clks/insn",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:IPC","avgt",1,1,1.735204,NaN,"insns/clk",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-load-misses","avgt",1,1,1099046.098551,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-loads","avgt",1,1,21051643.089855,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-stores","avgt",1,1,12499783.191304,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-icache-load-misses","avgt",1,1,23000.997101,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-load-misses","avgt",1,1,27983.257971,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-loads","avgt",1,1,63448.098551,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-store-misses","avgt",1,1,158095.173913,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-stores","avgt",1,1,293602.257971,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:branch-misses","avgt",1,1,3772.362319,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:branches","avgt",1,1,5735653.385507,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:cycles","avgt",1,1,37909852.527536,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-load-misses","avgt",1,1,4748.823188,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-loads","avgt",1,1,20722202.295652,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-store-misses","avgt",1,1,5581.324638,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-stores","avgt",1,1,12049267.820290,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:iTLB-load-misses","avgt",1,1,115.686957,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:iTLB-loads","avgt",1,1,236.889855,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:instructions","avgt",1,1,65781333.101449,NaN,"#/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.alloc.rate","avgt",1,5,174.411848,0.905295,"MB/sec",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.alloc.rate.norm","avgt",1,5,4002684.011594,648.813699,"B/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Eden_Space","avgt",1,5,184.149397,76.104112,"MB/sec",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Eden_Space.norm","avgt",1,5,4225853.472464,1730787.984759,"B/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Survivor_Space","avgt",1,5,0.002189,0.004659,"MB/sec",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Survivor_Space.norm","avgt",1,5,50.249275,106.892081,"B/op",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.count","avgt",1,5,21.000000,NaN,"counts",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.time","avgt",1,5,5.000000,NaN,"ms",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll","avgt",1,5,15593.697097,243.331994,"us/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:CPI","avgt",1,1,0.646379,NaN,"clks/insn",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:IPC","avgt",1,1,1.547080,NaN,"insns/clk",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-load-misses","avgt",1,1,1055099.839228,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-loads","avgt",1,1,21044004.167203,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-stores","avgt",1,1,12464811.064309,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-icache-load-misses","avgt",1,1,24449.871383,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-load-misses","avgt",1,1,28243.115756,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-loads","avgt",1,1,60208.218650,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-store-misses","avgt",1,1,117852.475884,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-stores","avgt",1,1,257929.424437,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:branch-misses","avgt",1,1,4613.250804,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:branches","avgt",1,1,5659669.302251,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:cycles","avgt",1,1,42081643.601286,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-load-misses","avgt",1,1,5520.260450,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-loads","avgt",1,1,20505879.864952,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-store-misses","avgt",1,1,5377.032154,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-stores","avgt",1,1,12504624.347267,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:iTLB-load-misses","avgt",1,1,210.012862,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:iTLB-loads","avgt",1,1,269.980707,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:instructions","avgt",1,1,65103686.996785,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.alloc.rate","avgt",1,5,157.219274,2.958766,"MB/sec",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.alloc.rate.norm","avgt",1,5,4002692.840553,778.343854,"B/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Eden_Space","avgt",1,5,166.640822,76.840828,"MB/sec",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Eden_Space.norm","avgt",1,5,4244512.136815,2019603.949783,"B/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Survivor_Space","avgt",1,5,0.007938,0.059421,"MB/sec",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Survivor_Space.norm","avgt",1,5,202.694931,1517.202391,"B/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.count","avgt",1,5,19.000000,NaN,"counts",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.time","avgt",1,5,4.000000,NaN,"ms",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll","avgt",1,5,11326.514274,269.356289,"us/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:CPI","avgt",1,1,0.476714,NaN,"clks/insn",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:IPC","avgt",1,1,2.097692,NaN,"insns/clk",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-load-misses","avgt",1,1,1140573.366430,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-loads","avgt",1,1,20957241.004728,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-stores","avgt",1,1,12443504.470449,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-icache-load-misses","avgt",1,1,17044.224586,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-load-misses","avgt",1,1,27846.671395,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-loads","avgt",1,1,61620.586288,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-store-misses","avgt",1,1,163673.957447,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-stores","avgt",1,1,363054.035461,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:branch-misses","avgt",1,1,5465.595745,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:branches","avgt",1,1,5687960.172577,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:cycles","avgt",1,1,30984275.796690,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-load-misses","avgt",1,1,4551.442080,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-loads","avgt",1,1,21055554.789598,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-store-misses","avgt",1,1,4971.635934,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-stores","avgt",1,1,12489369.591017,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:iTLB-load-misses","avgt",1,1,132.926714,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:iTLB-loads","avgt",1,1,509.836879,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:instructions","avgt",1,1,64995462.687943,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.alloc.rate","avgt",1,5,213.418464,5.107528,"MB/sec",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.alloc.rate.norm","avgt",1,5,4002636.863417,58.860678,"B/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Eden_Space","avgt",1,5,218.779150,2.085803,"MB/sec",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Eden_Space.norm","avgt",1,5,4103298.922129,102937.931492,"B/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Survivor_Space","avgt",1,5,0.001599,0.005116,"MB/sec",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Survivor_Space.norm","avgt",1,5,30.084034,96.499409,"B/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.count","avgt",1,5,25.000000,NaN,"counts",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.time","avgt",1,5,5.000000,NaN,"ms",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll","avgt",1,5,36218.089221,541.757696,"us/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:CPI","avgt",1,1,1.456434,NaN,"clks/insn",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:IPC","avgt",1,1,0.686609,NaN,"insns/clk",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-load-misses","avgt",1,1,2859979.914286,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-loads","avgt",1,1,22319241.100000,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-stores","avgt",1,1,13225483.657143,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-icache-load-misses","avgt",1,1,38843.721429,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-load-misses","avgt",1,1,17904.271429,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-loads","avgt",1,1,47769.578571,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-store-misses","avgt",1,1,128931.521429,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-stores","avgt",1,1,1050708.642857,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:branch-misses","avgt",1,1,6049.071429,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:branches","avgt",1,1,5820282.178571,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:cycles","avgt",1,1,95153794.035714,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-load-misses","avgt",1,1,5285.892857,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-loads","avgt",1,1,22369807.628571,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-store-misses","avgt",1,1,5235.457143,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-stores","avgt",1,1,12707120.978571,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:iTLB-load-misses","avgt",1,1,610.821429,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:iTLB-loads","avgt",1,1,1452.871429,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:instructions","avgt",1,1,65333425.621429,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.alloc.rate","avgt",1,5,69.651753,0.562403,"MB/sec",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.alloc.rate.norm","avgt",1,5,4002843.257143,3443.352350,"B/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Eden_Space","avgt",1,5,69.027305,90.642985,"MB/sec",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Eden_Space.norm","avgt",1,5,3968524.742857,5228422.096101,"B/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.count","avgt",1,5,8.000000,NaN,"counts",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.time","avgt",1,5,4.000000,NaN,"ms",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll","avgt",1,5,36598.559370,199.026415,"us/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:CPI","avgt",1,1,1.444540,NaN,"clks/insn",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:IPC","avgt",1,1,0.692262,NaN,"insns/clk",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-load-misses","avgt",1,1,2884785.096296,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-loads","avgt",1,1,21678731.518519,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-stores","avgt",1,1,12877620.688889,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-icache-load-misses","avgt",1,1,36854.192593,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-load-misses","avgt",1,1,17900.244444,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-loads","avgt",1,1,47221.874074,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-store-misses","avgt",1,1,114146.029630,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-stores","avgt",1,1,1512567.459259,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:branch-misses","avgt",1,1,12306.881481,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:branches","avgt",1,1,5894414.185185,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:cycles","avgt",1,1,96470112.711111,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-load-misses","avgt",1,1,4772.185185,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-loads","avgt",1,1,20060807.600000,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-store-misses","avgt",1,1,5278.244444,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-stores","avgt",1,1,11736238.992593,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:iTLB-load-misses","avgt",1,1,804.762963,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:iTLB-loads","avgt",1,1,1703.466667,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:instructions","avgt",1,1,66782605.103704,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.alloc.rate","avgt",1,5,68.364083,0.339122,"MB/sec",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.alloc.rate.norm","avgt",1,5,4002909.155556,3569.682562,"B/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Eden_Space","avgt",1,5,70.282546,92.568011,"MB/sec",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.churn.Eden_Space.norm","avgt",1,5,4115506.785185,5423316.852008,"B/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.count","avgt",1,5,8.000000,NaN,"counts",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:·gc.time","avgt",1,5,5.000000,NaN,"ms",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll","avgt",1,5,36010.065307,375.028101,"us/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:CPI","avgt",1,1,1.429178,NaN,"clks/insn",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:IPC","avgt",1,1,0.699703,NaN,"insns/clk",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-load-misses","avgt",1,1,2857847.442857,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-loads","avgt",1,1,21841518.414286,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-dcache-stores","avgt",1,1,13037836.971429,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:L1-icache-load-misses","avgt",1,1,31278.021429,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-load-misses","avgt",1,1,18499.650000,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-loads","avgt",1,1,45998.028571,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-store-misses","avgt",1,1,125271.442857,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:LLC-stores","avgt",1,1,1132734.442857,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:branch-misses","avgt",1,1,12991.964286,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:branches","avgt",1,1,5865707.571429,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:cycles","avgt",1,1,93967921.492857,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-load-misses","avgt",1,1,4686.400000,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unroll:dTLB-loads","avgt",1,1,19482976.900000,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
