"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: bits","Param: padding","Param: scenario","Param: seed","Param: size"
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.count","avgt",1,5,22.000000,NaN,"counts",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.time","avgt",1,5,5.000000,NaN,"ms",23,7,ALMOST_SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass","avgt",1,5,13330.734036,222.887674,"us/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:CPI","avgt",1,1,0.519362,NaN,"clks/insn",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:IPC","avgt",1,1,1.925439,NaN,"insns/clk",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-load-misses","avgt",1,1,858025.327824,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-loads","avgt",1,1,20623829.765840,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-stores","avgt",1,1,12133658.942149,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-icache-load-misses","avgt",1,1,18214.884298,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-load-misses","avgt",1,1,27219.289256,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-loads","avgt",1,1,56421.550964,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-store-misses","avgt",1,1,129556.779614,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-stores","avgt",1,1,236811.338843,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:branch-misses","avgt",1,1,5083.283747,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:branches","avgt",1,1,5241106.988981,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:cycles","avgt",1,1,36035734.096419,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-load-misses","avgt",1,1,4807.931129,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-loads","avgt",1,1,20153864.988981,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-store-misses","avgt",1,1,5043.176309,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-stores","avgt",1,1,12219968.258953,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:iTLB-load-misses","avgt",1,1,214.719008,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:iTLB-loads","avgt",1,1,380.000000,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:instructions","avgt",1,1,69384598.713499,NaN,"#/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.alloc.rate","avgt",1,5,183.256861,4.074516,"MB/sec",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.alloc.rate.norm","avgt",1,5,4005747.209132,597.841594,"B/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Eden_Space","avgt",1,5,183.753382,75.367818,"MB/sec",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Eden_Space.norm","avgt",1,5,4015651.561644,1594244.275029,"B/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Survivor_Space","avgt",1,5,0.002573,0.003561,"MB/sec",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Survivor_Space.norm","avgt",1,5,56.300152,78.567090,"B/op",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.count","avgt",1,5,21.000000,NaN,"counts",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.time","avgt",1,5,5.000000,NaN,"ms",23,7,EXP,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass","avgt",1,5,11142.811802,728.052248,"us/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:CPI","avgt",1,1,0.433048,NaN,"clks/insn",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:IPC","avgt",1,1,2.309212,NaN,"insns/clk",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-load-misses","avgt",1,1,958237.374419,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-loads","avgt",1,1,20838107.904651,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-stores","avgt",1,1,12188821.390698,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-icache-load-misses","avgt",1,1,20502.653488,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-load-misses","avgt",1,1,27000.086047,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-loads","avgt",1,1,56988.100000,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-store-misses","avgt",1,1,186911.013953,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-stores","avgt",1,1,349469.404651,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:branch-misses","avgt",1,1,3718.683721,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:branches","avgt",1,1,5279691.995349,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:cycles","avgt",1,1,30154979.700000,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-load-misses","avgt",1,1,4186.923256,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-loads","avgt",1,1,20617652.130233,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-store-misses","avgt",1,1,4423.709302,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-stores","avgt",1,1,12080285.351163,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:iTLB-load-misses","avgt",1,1,151.525581,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:iTLB-loads","avgt",1,1,388.262791,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:instructions","avgt",1,1,69634234.413953,NaN,"#/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.alloc.rate","avgt",1,5,217.411732,14.578072,"MB/sec",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.alloc.rate.norm","avgt",1,5,4005816.230939,480.115554,"B/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Eden_Space","avgt",1,5,227.825019,75.268124,"MB/sec",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Eden_Space.norm","avgt",1,5,4196693.096651,1287529.039265,"B/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Survivor_Space","avgt",1,5,0.002861,0.005712,"MB/sec",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Survivor_Space.norm","avgt",1,5,53.078780,109.998167,"B/op",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.count","avgt",1,5,26.000000,NaN,"counts",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.time","avgt",1,5,6.000000,NaN,"ms",30,7,UNIFORM,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass","avgt",1,5,34683.603434,457.653206,"us/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:CPI","avgt",1,1,1.301131,NaN,"clks/insn",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:IPC","avgt",1,1,0.768562,NaN,"insns/clk",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-load-misses","avgt",1,1,2668816.413793,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-loads","avgt",1,1,21255133.179310,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-stores","avgt",1,1,12664931.855172,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-icache-load-misses","avgt",1,1,47067.731034,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-load-misses","avgt",1,1,17470.668966,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-loads","avgt",1,1,44658.455172,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-store-misses","avgt",1,1,120009.489655,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-stores","avgt",1,1,1014394.289655,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:branch-misses","avgt",1,1,13039.124138,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:branches","avgt",1,1,5424767.400000,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:cycles","avgt",1,1,91231892.048276,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-load-misses","avgt",1,1,5913.241379,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-loads","avgt",1,1,21602076.572414,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-store-misses","avgt",1,1,5667.758621,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-stores","avgt",1,1,13419814.000000,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:iTLB-load-misses","avgt",1,1,451.717241,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:iTLB-loads","avgt",1,1,1224.379310,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:instructions","avgt",1,1,70117371.455172,NaN,"#/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.alloc.rate","avgt",1,5,72.614282,0.698514,"MB/sec",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.alloc.rate.norm","avgt",1,5,4006108.082759,2873.308863,"B/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Eden_Space","avgt",1,5,78.108640,74.433767,"MB/sec",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Eden_Space.norm","avgt",1,5,4310682.041379,4125054.920052,"B/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Survivor_Space","avgt",1,5,0.015339,0.132077,"MB/sec",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Survivor_Space.norm","avgt",1,5,849.268966,7312.461917,"B/op",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.count","avgt",1,5,9.000000,NaN,"counts",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.time","avgt",1,5,5.000000,NaN,"ms",30,7,CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass","avgt",1,5,34948.171793,417.406737,"us/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:CPI","avgt",1,1,1.285759,NaN,"clks/insn",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:IPC","avgt",1,1,0.777751,NaN,"insns/clk",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-load-misses","avgt",1,1,2688707.406897,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-loads","avgt",1,1,21441417.668966,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-stores","avgt",1,1,12662745.772414,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-icache-load-misses","avgt",1,1,38268.910345,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-load-misses","avgt",1,1,17731.062069,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-loads","avgt",1,1,41858.551724,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-store-misses","avgt",1,1,118390.600000,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-stores","avgt",1,1,1547810.689655,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:branch-misses","avgt",1,1,8437.786207,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:branches","avgt",1,1,5509186.800000,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:cycles","avgt",1,1,91668867.310345,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-load-misses","avgt",1,1,3715.379310,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-loads","avgt",1,1,17275665.020690,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-store-misses","avgt",1,1,4489.331034,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-stores","avgt",1,1,10548742.537931,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:iTLB-load-misses","avgt",1,1,414.282759,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:iTLB-loads","avgt",1,1,1592.027586,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:instructions","avgt",1,1,71295524.193103,NaN,"#/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.alloc.rate","avgt",1,5,72.258783,0.620682,"MB/sec",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.alloc.rate.norm","avgt",1,5,4006108.082759,2873.308863,"B/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Eden_Space","avgt",1,5,77.723113,73.816199,"MB/sec",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Eden_Space.norm","avgt",1,5,4310687.117241,4113520.321767,"B/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Survivor_Space","avgt",1,5,0.015280,0.131568,"MB/sec",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Survivor_Space.norm","avgt",1,5,849.268966,7312.461917,"B/op",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.count","avgt",1,5,9.000000,NaN,"counts",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.time","avgt",1,5,5.000000,NaN,"ms",30,7,CONTIGUOUS_REVERSE,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass","avgt",1,5,34950.623731,599.784131,"us/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:CPI","avgt",1,1,1.276670,NaN,"clks/insn",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:IPC","avgt",1,1,0.783288,NaN,"insns/clk",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-load-misses","avgt",1,1,2670641.682759,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-loads","avgt",1,1,21313535.434483,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-stores","avgt",1,1,12612866.993103,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-icache-load-misses","avgt",1,1,42818.958621,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-load-misses","avgt",1,1,17787.013793,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-loads","avgt",1,1,44474.910345,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-store-misses","avgt",1,1,142885.710345,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-stores","avgt",1,1,1171262.041379,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:branch-misses","avgt",1,1,16474.268966,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:branches","avgt",1,1,5507164.489655,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:cycles","avgt",1,1,91331093.075862,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-load-misses","avgt",1,1,5075.103448,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-loads","avgt",1,1,22401335.524138,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-store-misses","avgt",1,1,5070.262069,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:dTLB-stores","avgt",1,1,12218445.386207,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:iTLB-load-misses","avgt",1,1,397.165517,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:iTLB-loads","avgt",1,1,1309.896552,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:instructions","avgt",1,1,71538531.020690,NaN,"#/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.alloc.rate","avgt",1,5,72.263689,0.901906,"MB/sec",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.alloc.rate.norm","avgt",1,5,4006108.082759,2874.602540,"B/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Eden_Space","avgt",1,5,77.719355,73.874698,"MB/sec",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Eden_Space.norm","avgt",1,5,4310688.827586,4122792.940927,"B/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Survivor_Space","avgt",1,5,0.015303,0.131763,"MB/sec",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.churn.Survivor_Space.norm","avgt",1,5,849.268966,7312.461917,"B/op",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.count","avgt",1,5,9.000000,NaN,"counts",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:·gc.time","avgt",1,5,4.000000,NaN,"ms",30,7,ALMOST_CONTIGUOUS,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass","avgt",1,5,11328.360141,551.911492,"us/op",30,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:CPI","avgt",1,1,0.443490,NaN,"clks/insn",30,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:IPC","avgt",1,1,2.254840,NaN,"insns/clk",30,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-load-misses","avgt",1,1,955463.540094,NaN,"#/op",30,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-loads","avgt",1,1,20892825.323113,NaN,"#/op",30,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-dcache-stores","avgt",1,1,12241572.726415,NaN,"#/op",30,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:L1-icache-load-misses","avgt",1,1,14925.153302,NaN,"#/op",30,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-load-misses","avgt",1,1,27106.205189,NaN,"#/op",30,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-loads","avgt",1,1,55750.778302,NaN,"#/op",30,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-store-misses","avgt",1,1,189137.988208,NaN,"#/op",30,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:LLC-stores","avgt",1,1,329557.462264,NaN,"#/op",30,7,SORTED,0,1000000
"io.github.richardstartin.radixsort.RadixSortBenchmark.unrollOnePass:branch-misses","avgt",1,1,5651.200472,NaN,"#/op",30,7,SORTED,0,1000000
